Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,whois,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
hdfcbank.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
hdfcbank.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
hdfcbank.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
hdfcbank.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
hdfcbank.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
hdfcbank.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
hdfcbank.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
hollywoodlife.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
hollywoodlife.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
hollywoodlife.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
hollywoodlife.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
hollywoodlife.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
how-old.net,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,0,0.0,0
hubpages.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
hubpages.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
hubpages.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
hubpages.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
hubpages.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
hubpages.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
hubpages.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
hubpages.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
hubpages.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
hubpages.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
icicibank.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
icicibank.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
icicibank.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
icicibank.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
icicibank.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
icicibank.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
icicibank.com,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
iconosquare.com,0,0,1,3,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
iconosquare.com,0,0,1,3,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
ink361.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
ink361.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
ink361.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
io9.com,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,1,0.0,0
io9.com,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,1,0.0,0
io9.com,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,1,0.0,0
irecommend.ru,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
jalopnik.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
jalopnik.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
jalopnik.com,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
jezebel.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
jezebel.com,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
jezebel.com,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
jezebel.com,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
jezebel.com,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
jezebel.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,7,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,7,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
katproxy.com,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
katproxy.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
katproxy.com,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
katproxy.com,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
katproxy.com,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
katproxy.com,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
katproxy.com,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
katproxy.com,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
katproxy.com,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
katproxy.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
help-center-id1258512.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0.0,1
api.clientify.net,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
juga-interverificationinfromatrionmta.github.io,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0.0,1
disfracespartytime.com.ar,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0.0,1
arabianoasis.org,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,0,0.0,1
credonalta.siterubix.com,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0.0,1
ipfs.filebase.io,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0.0,1
noteqnte07.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,,1
postbg.firebaseapp.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,,1
chat.auth-meta.workers.dev,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0.0,1
smtd.jp.warmike.cc,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
recovery90210.bestwebdevs.com,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,0.0,1
vanicadaranebanistercaris.web.app,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.0,1
sp268556.sitebeat.crazydomains.com,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0.0,1
ebonyestates.com,0,1,1,6,0,0,0,0,0,1,0,1,1,1,1,0,0.0,1
visualprowessproductions.com,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,0,0.0,1
feiralimpanomes.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0,1
medinaduabelas-1320008508.cos.ap-tokyo.myqcloud.com,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0.0,1
t.ly,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,1
pub-bf620c22b6e3491996185a3802ee06d9.r2.dev,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0.0,1
vsdjbrej.top,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
cw94861.tw1.ru,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
lclsettings-vxds.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0.0,1
hotmail-106879.weeblysite.com,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.0,1
ipfs.eth.aragon.network,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0.0,1
gmxupdate360gw77sb7.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,,1
arraialimpanome.online.sejaexclusivo.online,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0.0,1
lhzfpayjma.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,1
cf-ipfs.com,0,0,1,2,0,0,0,1,0,1,0,1,0,1,1,0,0.0,1
cookiecasino.online,0,0,1,4,0,0,0,0,0,1,0,0,1,1,1,0,0.0,1
fl-postoffice.com,0,0,0,2,0,0,0,1,0,1,0,1,0,1,1,0,0.0,1
linkedin.com,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,1
help-center343.crabdance.com,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0.0,1
at-t-yahoo.sitey.me,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0.0,1
dmariket.pro,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
bafybeibp3rkdbtxtt6atfwja2ffej6dnj7fujw3ngzj35qb7gz4efkqu7q.ipfs.cf-ipfs.com,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0.0,1
ch73675.tw1.ru,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
infura-ipfs.io,0,0,1,2,0,0,0,1,0,1,1,0,1,1,1,0,0.0,1
ipfs.io,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0.0,1
cholesterol.casemakeup.site,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,1
paywisehq.com,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
daskwv.icu,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
pub-10affc7d98614b899342ca9e4f65baa0.r2.dev,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0.0,1
bell-107016.weeblysite.com,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.0,1
usps-missed-redelivered.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0.0,1
ouenzamiragita.wpenginepowered.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,,1
document-filereview.myportfolio.com,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0.0,1
fc6c6b18-e212-4e14-b754-02600c440826.id.repl.co,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0.0,1
direct.smbe.co.jp.clcpc.com,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0.0,1
attmailboxxwes1.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,,1
ipfs.io,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0.0,1
sfh.usuaiaban.repl.co,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,1
allegrol0kalnie.65756541.xyz,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0.0,1
bafybeie5o5qf7ca5yg2blfneppioegbbfqf5lebl4o7thhz3pbnrfq67ye.ipfs.cf-ipfs.com,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0.0,1
p10.173-44-141-181.cprapid.com,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0.0,1
bafybeiafph6hwa5bpehbj7go5zljz36xqm6mlkglqrwyp4s46jikvnz4ge.ipfs.cf-ipfs.com,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0.0,1
cnxu.sumtotal.host,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,0.0,1
cf-ipfs.com,0,0,1,2,0,0,0,1,0,1,0,1,0,1,1,0,0.0,1
sbbconnect.website,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1.0,1
beneficiodopovo.com,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.0,1
thevinylspectrum.com,0,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,1
43.159.37.67,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0.0,1
airbooks-l.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0.0,1
mail.rakstex.us,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
ipfs.io,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0.0,1
amadeusz.agataadriana.pl,0,1,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,0.0,1
uspdj.shop,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
denvacarrie46.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,,1
inversioneshyl.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,,1
moodystrust.online,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0.0,1
auto-czarnecki.pl,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0.0,1
colchoesma.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,,1
35467867564635--96217386123.repl.co,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0.0,1
dlrect-smtb.jp.ap1.ib.philipmwilson.com,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0.0,1
ah13r5e1h3fd5.cyou,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,1
multisyncconnect.netlify.app,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0.0,1
hsglobal-view.com,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0.0,1
cloudflare-ipfs.com,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,0,0.0,1
bit.ly,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.0,1
up02-02oapsza2.shopalo.co.pl,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,,1
8dhb59.csb.app,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0.0,1
cloudflare-ipfs.com,0,0,1,3,1,0,0,1,0,1,0,1,0,1,1,0,0.0,1
nftstorage.link,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,0,0.0,1
resserban.gaviria.repl.co,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,1
cloudflare-ipfs.com,0,0,1,2,0,0,0,1,0,1,0,1,0,1,1,0,0.0,1
bafybeieptl2wg6tjxbgufgxojbdauhf4v2ngt7xsh465bpujxv4uuxwc34.ipfs.infura-ipfs.io,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0.0,1
xspdzvrson.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,1
script.google.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,0.0,1
ipfs.eth.aragon.network,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0.0,1
csuz.cafe,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,1
arweave.net,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0.0,1
pub-aa29fe807e6649b3a027ac6625908aff.r2.dev,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0.0,1
ticket-c421c.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0.0,1
yanz9.jimdosite.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0.0,1
sites.google.com,0,0,0,3,0,0,0,0,0,1,1,1,0,1,1,0,0.0,1
grupwas7k8jac.seskun.my.id,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
bafybeihiwi6ejtridlgf2vc5f3gl6t7ctrw454hvs4mtzodq53wdclc5la.ipfs.cf-ipfs.com,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0.0,1
tshost.com.br,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0.0,1
anz1.securebanking-au.com,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0.0,1
taxgovgr-info.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,1
mynabarcerd.point.soumu.jq.psc1.info,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
tunahrtjanzak9.web.app,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0.0,1
nbv.clysor.top,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,1
virgin-media-108816.weeblysite.com,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,0.0,1
ipfs.eth.aragon.network,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,1
yahoo-mail-101742.weeblysite.com,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.0,1
view-myservice-subsciption.com,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0.0,1
payexio.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
lstu.fr,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0.0,1
nervousfrillyapache.zonawebcliente.repl.co,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,1
kueronekayaeatn-co-jp.kueroaakayacoto.biteneng.top,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0.0,1
cloudflare-ipfs.com,0,0,1,3,0,0,0,1,0,1,0,1,1,1,1,0,0.0,1
empresafun.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,1
reativepontos.com,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0.0,1
counterstrike-2beta.com,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0.0,1
ipfs.eth.aragon.network,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,0.0,1
bafybeidapv2ekgj6cpuqnerrcweurd2glbrifrsszlm47dyym5xbfnlg54.ipfs.cf-ipfs.com,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0.0,1
bhgrhvz.onedumb.com,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0.0,1
incluvip.tensplens.com,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0.0,1
urlz.fr,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,1
new.express.adobe.com,0,0,0,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,1
gateway.ipfs.io,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0.0,1
amazon-xzrhnag.mynetav.com,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0.0,1
ipfs.io,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,0,0.0,1
wowamw.com,0,0,0,3,0,0,0,0,0,1,0,0,1,1,1,0,0.0,1
powerplaycorp.us-iad-1.linodeobjects.com,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0.0,1
themindfulspine.com,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0.0,1
bafybeiatrh2kn45yeadringzarnf4bkb25r7qfzxnfhaljn63gjuc4moum.ipfs.dweb.link,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0.0,1
usps-add005.top,0,0,0,2,0,0,0,1,0,1,0,1,1,1,1,1,0.0,1
v3054626-frxa5etodygn.demo079.volusion.com,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,0,0.0,1
breezy-pattern-index.glitch.me,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0.0,1
meta-business-294818729342.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0.0,1
bafkreigxbcyyfeyae72uxpudn4ggkhkvmfazvjcg37yzokcy5ae6c2cy4q.ipfs.nftstorage.link,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0.0,1
vnkpre.webwave.dev,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0.0,1
koodakmanoto.com,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
x.gd,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,1
chasuppa.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.0,1
209.209.115.136,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,1
hotmail-109686.square.site,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.0,1
lqi83h.webwave.dev,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0.0,1
cs2-sourcesinvitess.com,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0.0,1
businsess-appeal-id-031241.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0.0,1
bender.angwozdz.warszawa.pl,0,1,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
2help-center-comfimatin2.duckdns.org,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0.0,1
ipfs.io,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0.0,1
cy13098.tw1.ru,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
bafybeidw4du6heyjfjqrhjplmy634wgm4zvhwx2x7y5hrcpsmma5ggn7wy.ipfs.infura-ipfs.io,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0.0,1
mexico1.loginn-busiinees.click,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.0,1
economic-economics.otzo.com,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0.0,1
help-nab.support,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0.0,1
ewwhs4535.ygto.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.0,1
dlrect-smtb.jp.ap1.ib.graikzx.com,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0.0,1
meuacesso-fevereiro2023.com,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0.0,1
pub-c1d8e548943d4277863ad3db81bd170e.r2.dev,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0.0,1
t.co,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.0,1
pub-2d1295c273aa4873a687ffc396eed8ee.r2.dev,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0.0,1
sn.jwdshanga.xyz,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1.0,1
wwxhajudjgwjklckvzgs9.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,,1
omegasworlds.omegasproo.repl.co,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,1
sites.google.com,0,0,0,2,0,0,0,0,0,1,1,1,0,1,1,1,0.0,1
redirectioncase9134024.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,,1
keen-shaw.198-38-88-89.plesk.page,0,0,1,4,0,0,0,1,0,1,1,1,1,1,1,1,0.0,1
43.134.167.94,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0.0,1
jiomartshops.in,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0.0,1
doreenreid.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,1
hm.ru,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,1
zeyne.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0.0,1
